order_id,order_date,order_time,order_status,sales_channel,customer_id,customer_name,customer_age,gender,customer_segment,customer_type,customer_city,customer_state,customer_country,region,customer_postal_code,payment_method,payment_status,currency,shipping_method,warehouse,delivery_days,estimated_delivery_days,delivery_status,return_status,return_reason,customer_rating,review_sentiment,customer_review,marketing_channel,campaign_name,coupon_code,loyalty_points_earned,loyalty_points_redeemed,quantity,gross_sales,discount_amount,tax_amount,shipping_cost,net_sales,product_cost,profit,profit_margin_percentage,customer_lifetime_value,is_repeat_customer,customer_order_count,gross_sales_normalized,customer_age_scaled,customer_lifetime_value_scaled
ORD-560607,2024-03-15,18:20:55,Completed,Mobile App,CUST-021779,Christie Sharp,45,Female,Consumer,Loyal,Markmouth,Hesse,Germany,Central,5130,Cash on Delivery,Paid,EUR,Express,WH-017,1.0,1.0,On Time,Not Returned,Not Applicable,3.8,Positive,Satisfied with the purchase.,Google Ads,Google_Shopping,SAVE31,137,91,4,1280.98,142.26,216.36,24.450000000000003,1379.53,622.1,732.98,53.13,9967.83,True,8,18.560822156787964,0.4821428571428571,0.3288142620369247
ORD-145098,2022-08-25,10:30:17,Completed,Website,CUST-013168,Austin Romero,24,Female,Business,Loyal,Lisaside,Illinois,USA,Central,96897,Buy Now Pay Later,Pending,USD,Express,WH-009,1.0,1.0,On Time,Not Returned,Not Applicable,3.3,Neutral,Quality could be improved.,Referral,Unknown Campaign,No Coupon,61,35,5,585.08,34.0,38.58,27.2,616.86,275.62,314.04,50.91,5224.83,True,5,14.730435339362321,0.10714285714285715,0.17199956754454904
ORD-163733,2024-03-03,04:27:09,Completed,Mobile App,CUST-002075,Donald Leon,45,Female,Consumer,Loyal,Sancheztown,England,UK,North,30263,Cash on Delivery,Paid,GBP,Standard,WH-003,8.0,4.0,Delayed,Not Returned,Not Applicable,3.1,Neutral,Not what I expected but it's okay.,Google Ads,Unknown Campaign,No Coupon,48,39,7,409.2,32.44,75.36,34.36,486.48,141.79,310.33000000000004,63.79,6776.54,True,5,13.203247920986836,0.4821428571428571,0.22330273633872239
ORD-825133,2022-09-04,22:09:12,Completed,Website,CUST-018476,Amy Garcia,51,Male,Premium,Loyal,New Andreaberg,Georgia,USA,South,41621,Debit Card,Paid,USD,Standard,WH-001,1.0,3.0,Early,Not Returned,Not Applicable,3.6,Positive,Met my expectations. Would recommend.,Email Marketing,Unknown Campaign,No Coupon,55,50,3,606.01,87.91,36.27,4.0600000000000005,558.4300000000001,269.97,284.4,50.93,15697.320000000002,True,9,14.887588596537507,0.5892857142857143,0.5182446276171738
ORD-475363,2024-07-05,19:49:42,Cancelled,Mobile App,CUST-012765,Brent Huber,19,Female,VIP,Loyal,Cruzton,Hesse,Germany,Central,4926,Debit Card,Failed,EUR,Express,WH-003,,,Cancelled,Not Returned,Not Applicable,,,,Organic Search,Default_Campaign,No Coupon,0,0,1,163.03,0.0,30.98,9.63,203.64,57.53,136.48,67.02,7177.23,True,7,9.81361865834463,0.01785714285714285,0.23655048669422524
ORD-968844,2022-10-20,21:59:35,Completed,Website,CUST-001436,Gabrielle Valencia,39,Female,VIP,Loyal,Bobbybury,Wales,UK,West,8471,PayPal,Paid,GBP,Express,WH-016,2.0,2.0,On Time,Not Returned,Not Applicable,3.6,Positive,Decent quality for the price.,Referral,Unknown Campaign,No Coupon,382,268,9,3537.1400000000003,373.88,632.64,28.860000000000003,3824.76,2112.48,1683.42,44.01,18864.08,True,8,24.696915440417254,0.375,0.6229451340330868
ORD-810046,2021-01-04,02:13:38,Completed,Mobile App,CUST-000109,Kyle Baker,68,Male,Premium,Loyal,North Ericport,Michigan,USA,Central,92868,Credit Card,Paid,USD,Economy,WH-003,5.0,5.0,On Time,Not Returned,Not Applicable,3.4,Neutral,Product has some issues but it works.,Direct,Default_Campaign,No Coupon,24,18,3,256.04,43.12,14.91,12.88,240.71,97.62,130.20999999999998,54.09,3549.11,True,6,11.385044217936201,0.8928571428571428,0.11659633755197815
ORD-498913,2025-03-24,19:38:47,Completed,Website,CUST-022079,Benjamin Johnson,48,Female,Premium,Loyal,Christopherfurt,Victoria,Australia,South,34444,Cash on Delivery,Paid,AUD,Standard,WH-008,8.0,6.0,Delayed,Not Returned,Not Applicable,3.7,Positive,"Product is okay, nothing special but works.",Facebook Ads,Unknown Campaign,No Coupon,281,189,13,3083.32,581.9499999999999,250.14,64.33,2815.84,1637.9,1113.61,39.55,13698.42,True,11,23.77955712005368,0.5357142857142857,0.45215630950188607
ORD-652783,2024-12-09,04:27:49,Completed,Website,CUST-000860,John Murphy,46,Female,Consumer,Loyal,Port Kimberly,Texas,USA,South,60048,Debit Card,Paid,USD,Economy,WH-017,11.0,7.0,Delayed,Not Returned,Not Applicable,2.7,Neutral,Mixed feelings about this purchase.,YouTube,Default_Campaign,No Coupon,449,347,14,5821.2,1649.6799999999998,292.01,33.9,4497.43,3585.05,878.48,19.53,7602.09,True,4,28.284478414934174,0.5,0.25059735388841264
ORD-537228,2025-04-26,11:19:10,Completed,Social Media,CUST-012835,Timothy Zimmerman,67,Male,VIP,Loyal,Katrinaville,Bavaria,Germany,South,58907,Debit Card,Paid,EUR,Express,WH-004,2.0,2.0,On Time,Not Returned,Not Applicable,3.6,Positive,Satisfied with the purchase.,Facebook Ads,FB_Dynamic,No Coupon,14,9,1,114.1,1.13,21.46,9.7,144.13,46.07,88.36,61.31,2645.53,True,6,8.683786985282785,0.875,0.08672186535096174
ORD-491026,2023-10-20,19:08:40,Completed,Website,CUST-020053,Kimberly Conner,41,Female,Consumer,Loyal,Williamshaven,Illinois,USA,Central,64966,Digital Wallet,Paid,USD,Express,WH-014,1.0,1.0,On Time,Not Returned,Not Applicable,3.8,Positive,Met my expectations. Would recommend.,Organic Search,Default_Campaign,No Coupon,76,75,4,727.02,46.35,47.66,35.92,764.25,361.5,366.83,48.0,4981.77,True,4,15.722652891623516,0.4107142857142857,0.16396343437075256
ORD-114657,2024-02-10,02:37:56,Completed,Website,CUST-016281,Robert Ellis,28,Male,Consumer,Loyal,Willisland,Illinois,USA,Central,79017,Debit Card,Paid,USD,Economy,WH-002,7.0,7.0,On Time,Not Returned,Not Applicable,3.6,Positive,Decent quality for the price.,Organic Search,Unknown Campaign,SAVE15,37,10,2,361.41,32.5,23.03,28.0,379.94,177.6,174.34,45.89,7817.92,True,8,12.70203699325239,0.1785714285714286,0.25773319945288437
ORD-137773,2024-12-07,14:29:34,Completed,Website,CUST-009486,Kelsey Luna,61,Male,Consumer,Loyal,South Vincentborough,England,UK,North,87574,Credit Card,Paid,GBP,Express,WH-018,3.0,3.0,On Time,Not Returned,Not Applicable,4.2,Positive,Decent quality for the price.,Facebook Ads,FB_Retargeting,SAVE31,81,7,11,815.34,154.01,132.26,20.07,813.6600000000001,382.49,411.1,50.52,9164.05,True,6,16.26712089192901,0.7678571428571428,0.3022394117018874
ORD-697815,2024-07-26,16:41:51,Completed,Mobile App,CUST-013085,Joseph Williams,47,Male,Consumer,Loyal,Davidmouth,Michigan,USA,Central,79871,Credit Card,Paid,USD,Express,WH-010,1.0,1.0,On Time,Not Returned,Not Applicable,3.8,Positive,"Product is okay, nothing special but works.",Organic Search,Unknown Campaign,No Coupon,428,288,8,4621.96,662.67,277.15,50.47,4286.91,2621.4,1615.04,37.67,9930.95,True,6,26.57110410421759,0.5178571428571428,0.32759492281430636
ORD-669665,2021-05-08,21:06:08,Completed,Website,CUST-015380,Amanda Dean,63,Male,Business,Loyal,New Connor,Wales,UK,West,45273,Bank Transfer,Paid,GBP,Economy,WH-010,10.0,10.0,On Time,Not Returned,Not Applicable,3.8,Positive,Good value for money.,Email Marketing,Unknown Campaign,No Coupon,49,15,2,491.48,78.76,82.54,3.03,498.29,257.78,237.48,47.66,4026.24,True,4,13.96983518443579,0.8035714285714286,0.13237137343288624
ORD-694188,2025-08-16,13:09:17,Cancelled,Website,CUST-012511,James Pineda,51,Female,Consumer,Loyal,Port Erikborough,Northern Ireland,UK,West,94860,Cash on Delivery,Failed,GBP,Standard,WH-003,,,Cancelled,Not Returned,Not Applicable,,,,Organic Search,Unknown Campaign,No Coupon,0,0,7,1353.95,0.0,270.79,32.32,1657.06,660.08,964.66,58.22,5088.82,True,7,18.859185544335897,0.5892857142857143,0.16750275822599367
ORD-501684,2022-04-08,05:02:45,Returned,Mobile App,CUST-023552,Wayne Wilson,40,Male,Consumer,Loyal,Port Tiffany,Texas,USA,South,631,Debit Card,Refunded,USD,Standard,WH-008,,,Cancelled,Returned,Wrong Product,,,,Organic Search,Unknown Campaign,SAVE30,0,0,9,2313.39,0.0,161.94,37.87,2513.2,1276.96,1198.37,47.68,10220.21,True,6,21.95310543084778,0.3928571428571428,0.3371585362507104
ORD-674275,2023-02-08,18:19:46,Completed,Mobile App,CUST-003566,Robert Kennedy,41,Male,VIP,Loyal,Angelbury,Michigan,USA,Central,55978,Credit Card,Paid,USD,Standard,WH-006,4.0,4.0,On Time,Not Returned,Not Applicable,4.3,Positive,Met my expectations. Would recommend.,YouTube,Unknown Campaign,No Coupon,113,52,11,1321.77,273.07,73.41999999999999,17.39,1139.51,682.6,439.52,38.57,4643.37,True,5,18.729163033730053,0.4107142857142857,0.1527751373823022
ORD-431368,2022-09-25,05:58:39,Completed,Mobile App,CUST-022261,Jacob Bowers,52,Male,VIP,Loyal,Carolynchester,Victoria,Australia,South,47715,Credit Card,Paid,AUD,Standard,WH-010,7.0,7.0,On Time,Not Returned,Not Applicable,3.6,Positive,Good value for money.,Direct,Default_Campaign,No Coupon,314,147,7,4045.04,1200.59,284.44,18.08,3146.97,2164.86,964.03,30.63,12014.74,True,7,25.622283246713394,0.6071428571428571,0.39648990325627714
ORD-324410,2022-02-25,16:56:09,Completed,Mobile App,CUST-010810,Jacob Clay,72,Female,Consumer,Loyal,Sonyaborough,England,UK,North,86053,Credit Card,Paid,GBP,Same Day,WH-001,0.0,0.0,On Time,Not Returned,Not Applicable,4.0,Positive,Decent quality for the price.,Email Marketing,Unknown Campaign,No Coupon,91,36,8,786.12,62.31999999999999,144.76999999999998,44.36,912.93,318.61,549.96,60.24,10908.86,True,8,16.09221585733304,0.9642857142857142,0.35992691899626694
ORD-392190,2025-02-02,23:30:35,Completed,Website,CUST-007860,Rachael Gray,46,Male,Premium,Returning,Stephanieville,Michigan,USA,Central,38989,Debit Card,Paid,USD,Economy,WH-017,5.0,6.0,Early,Not Returned,Not Applicable,3.7,Positive,Good value for money.,Email Marketing,Weekly_Newsletter,No Coupon,89,89,4,868.28,39.74,58.0,6.94,893.48,468.37,418.17,46.8,3912.230000000001,True,3,16.572145785953847,0.5,0.1286019356679536
ORD-316037,2022-11-03,08:15:25,Completed,Mobile App,CUST-001827,Hannah Perry,32,Female,Consumer,Loyal,Bennettborough,Dubai,UAE,South,64492,Debit Card,Paid,AED,Same Day,WH-004,1.0,1.0,On Time,Not Returned,Not Applicable,3.8,Positive,Decent quality for the price.,TikTok,Default_Campaign,No Coupon,343,229,9,5522.4,2303.05,160.97,56.45,3436.7699999999995,3073.7700000000004,306.55,8.92,9237.31,True,6,27.884903876043627,0.25,0.3046615589754509
ORD-952369,2023-08-19,20:40:47,Completed,Website,CUST-017250,Jonathon Castro,37,Male,VIP,Loyal,East Ashleyfurt,Ohio,USA,Central,32998,Credit Card,Pending,USD,Economy,WH-002,5.0,5.0,On Time,Not Returned,Not Applicable,4.9,Positive,Excellent customer service and amazing product.,Google Ads,Google_Shopping,No Coupon,108,7,6,1211.52,208.04,70.24000000000001,16.06,1089.78,494.75,578.97,53.13,14283.19,True,9,18.264466072308675,0.3392857142857143,0.4714901760206098
ORD-826759,2021-06-08,22:34:43,Completed,Website,CUST-020995,Troy Simmons,26,Male,Consumer,Loyal,Lake Micheleborough,North Rhine,Germany,West,95391,PayPal,Paid,EUR,Same Day,WH-008,1.0,1.0,On Time,Not Returned,Not Applicable,3.9,Positive,Met my expectations. Would recommend.,Organic Search,Default_Campaign,SAVE45,142,59,2,1378.14,197.51,224.32,19.92,1424.87,880.64,524.31,36.8,11784.69,True,7,18.955375536373637,0.14285714285714285,0.3888839111694184
ORD-169466,2025-03-30,15:25:30,Completed,Website,CUST-010999,Courtney Ball,18,Male,Consumer,Loyal,Davidchester,Florida,USA,South,54829,PayPal,Paid,USD,Express,WH-006,3.0,3.0,On Time,Not Returned,Not Applicable,3.5,Positive,"Product is okay, nothing special but works.",Facebook Ads,FB_Retargeting,SAVE34,39,31,4,398.18,46.33,24.64,23.39,399.88,200.0,176.49,44.14,11058.03,True,8,13.091816384931926,0.0,0.36485882875326203
ORD-618866,2025-09-11,07:43:28,Completed,Mobile App,CUST-013463,Brandon Bailey,20,Female,VIP,Loyal,Campbellshire,Lower Saxony,Germany,North,86507,Digital Wallet,Paid,EUR,Standard,WH-009,3.0,3.0,On Time,Not Returned,Not Applicable,4.0,Positive,Satisfied with the purchase.,Referral,Unknown Campaign,No Coupon,57,26,6,610.2900000000001,128.41,91.56,3.1000000000000005,576.5400000000001,227.06000000000003,346.38,60.08,4180.87,True,5,14.919211731582088,0.0357142857142857,0.13748380358455314
ORD-571423,2022-01-15,11:28:45,Completed,Website,CUST-024093,Jacqueline Sanders,56,Male,Premium,Loyal,Chloeland,Florida,USA,South,32785,Digital Wallet,Paid,USD,Economy,WH-015,5.0,5.0,On Time,Not Returned,Not Applicable,4.5,Positive,Absolutely love this product! Exceeded all expectations.,Referral,Unknown Campaign,No Coupon,83,68,4,889.3,117.93,53.99,13.27,838.6300000000001,400.29,425.07,50.69,8436.64,True,9,16.689313168634108,0.6785714285714286,0.2781895325282212
ORD-396890,2022-01-21,16:00:12,Completed,Mobile App,CUST-024695,Candice Hodge,53,Female,Premium,Loyal,Derrickville,Maharashtra,India,West,36992,Cash on Delivery,Paid,INR,Standard,WH-007,6.0,7.0,Early,Not Returned,Not Applicable,3.4,Neutral,Product has some issues but it works.,Google Ads,Unknown Campaign,No Coupon,88,74,3,760.29,6.57,135.67,0.5499999999999998,889.94,451.86,437.53,49.16,11112.45,True,8,15.933408065136549,0.625,0.36665808147817774
ORD-617570,2023-10-24,18:18:55,Completed,Social Media,CUST-011892,David Taylor,45,Male,Premium,Loyal,North Rachelville,Ohio,USA,Central,64714,Credit Card,Paid,USD,Economy,WH-003,12.0,9.0,Delayed,Not Returned,Not Applicable,3.0,Neutral,Average product. Could be better.,Instagram,Unknown Campaign,No Coupon,80,35,5,769.11,24.19,52.14,3.71,800.77,393.46,403.6,50.4,8255.86,True,5,15.988093233181933,0.4821428571428571,0.27221252209804375
ORD-674930,2022-07-05,14:44:25,Returned,Marketplace,CUST-000114,Nathan Mccoy,70,Female,Consumer,Loyal,New Brendaland,Texas,USA,South,3358,Debit Card,Refunded,USD,Express,WH-014,,,Cancelled,Returned,Defective Product,,,,Facebook Ads,Unknown Campaign,SAVE27,0,0,6,1343.96,0.0,94.07,49.95,1487.98,783.0,655.03,44.02,6534.35,True,7,18.819076793706,0.9285714285714286,0.21529536740363733
ORD-210462,2023-06-10,04:29:54,Completed,Website,CUST-001303,Cody Lang,43,Male,Consumer,Loyal,Joshuastad,Northern Ireland,UK,West,52974,Debit Card,Paid,GBP,Express,WH-006,4.0,1.0,Delayed,Not Returned,Not Applicable,2.8,Neutral,Average product. Could be better.,Instagram,Unknown Campaign,No Coupon,175,32,10,1695.44,272.7,284.55,52.43,1759.7199999999998,961.15,746.1400000000001,42.4,6063.919999999999,True,5,20.11107159726873,0.4464285714285714,0.19974184922315064
ORD-189761,2025-11-15,02:02:35,Completed,Website,CUST-015898,Tricia Arias,18,Female,Consumer,Loyal,Mcgeeview,Uttar Pradesh,India,North,25181,Credit Card,Paid,INR,Economy,WH-011,8.0,8.0,On Time,Not Returned,Not Applicable,3.5,Positive,Good product. Works as expected.,Organic Search,Unknown Campaign,No Coupon,32,21,1,356.3,79.73,49.78,2.32,328.67,197.41,128.94,39.23,13401.92,True,11,12.64549403390483,0.0,0.44235332469965344
ORD-326146,2025-11-30,20:09:56,Returned,Website,CUST-013864,April Bowers,35,Non-Binary,VIP,Loyal,South Kim,Manitoba,Canada,Central,5004,PayPal,Refunded,CAD,Standard,WH-013,,,Cancelled,Returned,Size Issue,,,,Facebook Ads,Unknown Campaign,No Coupon,0,0,3,981.55,0.0,127.6,12.22,1121.37,510.13,599.02,53.42,9416.02,True,10,17.17976739340227,0.3035714285714286,0.31057013035490116
ORD-375003,2021-12-27,10:53:14,Pending,Mobile App,CUST-002257,William Choi,26,Male,Consumer,Loyal,Port Jeremiahville,Texas,USA,South,48784,Credit Card,Failed,USD,Standard,WH-016,,,Cancelled,Not Returned,Not Applicable,,,,Email Marketing,Abandoned_Cart,SAVE41,0,0,8,916.44,359.07,39.02,12.5,608.8900000000001,418.8,177.59,29.17,11585.91,True,7,16.837497993003552,0.14285714285714285,0.3823117785590042
ORD-969431,2021-04-11,07:05:41,Completed,Mobile App,CUST-006129,Nicole Vasquez,42,Female,Consumer,Loyal,Carrillomouth,Scotland,UK,North,60294,PayPal,Paid,GBP,Standard,WH-009,3.0,3.0,On Time,Not Returned,Not Applicable,4.0,Positive,Satisfied with the purchase.,Instagram,Insta_Stories,No Coupon,20,19,2,207.06,36.1,34.19,4.82,209.97,72.72,132.43,63.07,17539.55,True,12,10.625164199873973,0.4285714285714286,0.5791530684003677
ORD-509719,2023-04-23,21:47:13,Completed,Website,CUST-021906,Alexis West,60,Male,Consumer,Loyal,West Alyssatown,Manitoba,Canada,Central,5103,Credit Card,Paid,CAD,Standard,WH-009,7.0,3.0,Delayed,Not Returned,Not Applicable,4.2,Positive,"Product is okay, nothing special but works.",Direct,Unknown Campaign,No Coupon,147,50,4,1384.4,104.68,166.36,32.78,1478.86,656.5300000000001,789.5500000000001,53.39,7068.91,True,10,18.980057284225076,0.75,0.23296917366293404
ORD-295130,2024-12-14,04:56:32,Completed,Social Media,CUST-017823,Christina Johnson,57,Male,Consumer,Loyal,West Kaylaview,Georgia,USA,South,73727,Debit Card,Paid,USD,Economy,WH-004,6.0,6.0,On Time,Not Returned,Not Applicable,3.6,Positive,Decent quality for the price.,Organic Search,Unknown Campaign,SAVE10,31,9,7,432.7000000000001,159.23,19.14,27.29,319.9,190.01,102.6,32.07,8131.35,True,8,13.433408989030056,0.6964285714285714,0.26809592972797297
ORD-226486,2021-04-04,15:11:31,Completed,Website,CUST-002099,Michael Newton,32,Male,Consumer,Loyal,Knightport,Bavaria,Germany,South,11134,Credit Card,Paid,EUR,Economy,WH-002,9.0,7.0,Delayed,Not Returned,Not Applicable,3.6,Positive,Met my expectations. Would recommend.,Organic Search,Unknown Campaign,No Coupon,109,20,5,1030.75,130.49,171.05,26.11,1097.42,457.54,613.77,55.93,14252.52,True,7,17.427044235943008,0.25,0.4704761539501731
ORD-716048,2022-06-01,15:12:52,Completed,Marketplace,CUST-005432,Norman Edwards,72,Male,Premium,Loyal,East David,Pennsylvania,USA,East,44614,Debit Card,Paid,USD,Standard,WH-011,2.0,4.0,Early,Not Returned,Not Applicable,3.9,Positive,Decent quality for the price.,Referral,Unknown Campaign,SAVE44,24,16,1,293.72,71.46,15.56,2.91,240.73,126.33,111.49,46.31,5301.91,True,7,11.8969171158968,0.9642857142857142,0.17454801296969605
ORD-507418,2021-03-19,05:40:57,Completed,Social Media,CUST-007311,Derek Cox,39,Male,Business,Loyal,East Joseph,New York,USA,East,66899,Debit Card,Paid,USD,Economy,WH-006,10.0,10.0,On Time,Not Returned,Not Applicable,3.5,Positive,Decent quality for the price.,Google Ads,Google_Display,No Coupon,82,41,3,825.03,72.28,52.69,23.64,829.0799999999999,412.0700000000001,393.37,47.45,7789.98,True,11,16.324063161711376,0.375,0.2568094375797836
ORD-205298,2021-04-06,06:22:40,Completed,Mobile App,CUST-005787,Larry Bailey,58,Male,Premium,Loyal,Christinaton,Texas,USA,South,27767,Debit Card,Paid,USD,Express,WH-004,1.0,1.0,On Time,Not Returned,Not Applicable,3.6,Positive,Met my expectations. Would recommend.,Instagram,Insta_Influencer,No Coupon,332,197,8,3469.34,396.01,215.13,33.56,3322.02,2002.82,1285.64,38.7,8520.31,True,7,24.565819014390488,0.7142857142857142,0.28095585879602153
ORD-739435,2023-04-11,16:27:05,Cancelled,Mobile App,CUST-004737,John Macdonald,36,Male,Consumer,Loyal,East Stephanie,Scotland,UK,North,17417,Cash on Delivery,Failed,GBP,Standard,WH-008,,,Cancelled,Not Returned,Not Applicable,,,,Facebook Ads,Unknown Campaign,SAVE16,0,0,5,1778.45,0.0,355.69,39.66,2173.8,907.91,1226.23,56.41,12115.9,True,10,20.385737269873708,0.3214285714285714,0.3998344899092075
ORD-360952,2021-04-26,20:10:31,Completed,Website,CUST-023564,Deborah Ross,35,Female,Consumer,Loyal,South Christybury,Victoria,Australia,South,11451,Digital Wallet,Paid,AUD,Standard,WH-011,7.0,7.0,On Time,Not Returned,Not Applicable,4.1,Positive,Satisfied with the purchase.,Google Ads,Unknown Campaign,No Coupon,38,4,7,389.19,69.01,32.02,31.08,383.28,146.52,205.68,53.66,18957.38,True,11,12.999149382271039,0.3035714285714286,0.6260298506673138
ORD-726019,2021-07-02,05:56:12,Completed,Marketplace,CUST-005629,Taylor Peck,40,Female,VIP,Loyal,Karenfurt,Queensland,Australia,North,60519,PayPal,Paid,AUD,Same Day,WH-004,0.0,0.0,On Time,Not Returned,Not Applicable,4.1,Positive,Satisfied with the purchase.,Direct,Default_Campaign,No Coupon,549,397,20,7362.78,2424.26,493.87,66.11,5498.500000000001,3898.79,1533.6,27.89,14542.750000000002,True,6,30.127244682992664,0.3928571428571428,0.4800718378596233
ORD-737759,2023-11-12,18:05:13,Completed,Website,CUST-014509,John Hernandez,32,Female,Business,Loyal,North Nathanmouth,Illinois,USA,Central,40199,Debit Card,Paid,USD,Express,WH-019,2.0,2.0,On Time,Not Returned,Not Applicable,4.3,Positive,Good value for money.,Facebook Ads,Unknown Campaign,No Coupon,450,421,9,6037.759999999999,1844.88,293.5,20.75,4507.13,3397.97,1088.41,24.15,10185.75,True,7,28.56436841647987,0.25,0.3360192078989906
